Testbild Nr. 1: JA, Label = 7, Vorhersage: 7, Fehler: 5.15431e-36
Testbild Nr. 8434: JA, Label = 6, Vorhersage: 6, Fehler: 8.53093e-25
Testbild Nr. 8435: JA, Label = 4, Vorhersage: 4, Fehler: 8.49338e-19
Testbild Nr. 8436: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 8437: JA, Label = 9, Vorhersage: 9, Fehler: 3.08831e-28
Testbild Nr. 8438: JA, Label = 8, Vorhersage: 8, Fehler: 9.23594e-17
Testbild Nr. 8439: JA, Label = 2, Vorhersage: 2, Fehler: 2.04709e-54
Testbild Nr. 8440: JA, Label = 1, Vorhersage: 1, Fehler: 3.43144e-14
Testbild Nr. 8441: JA, Label = 8, Vorhersage: 8, Fehler: 0.499972
Testbild Nr. 8442: JA, Label = 6, Vorhersage: 6, Fehler: 5.20691e-14
Testbild Nr. 8443: JA, Label = 4, Vorhersage: 4, Fehler: 0.463562
Testbild Nr. 8444: JA, Label = 1, Vorhersage: 1, Fehler: 4.11372e-28
Testbild Nr. 8445: JA, Label = 5, Vorhersage: 5, Fehler: 1.58865e-22
Testbild Nr. 8446: JA, Label = 5, Vorhersage: 5, Fehler: 1.95474e-29
Testbild Nr. 8447: JA, Label = 6, Vorhersage: 6, Fehler: 1.69139e-24
Testbild Nr. 8448: JA, Label = 5, Vorhersage: 5, Fehler: 6.05078e-36
Testbild Nr. 8449: JA, Label = 0, Vorhersage: 0, Fehler: 0.000108177
Testbild Nr. 8450: JA, Label = 1, Vorhersage: 1, Fehler: 1.7324e-34
Testbild Nr. 8451: JA, Label = 2, Vorhersage: 2, Fehler: 7.65777e-37
Testbild Nr. 8452: JA, Label = 3, Vorhersage: 3, Fehler: 2.8915e-29
Testbild Nr. 8453: JA, Label = 4, Vorhersage: 4, Fehler: 0.120851
Testbild Nr. 8454: JA, Label = 5, Vorhersage: 5, Fehler: 8.97021e-16
Testbild Nr. 8455: JA, Label = 6, Vorhersage: 6, Fehler: 2.46223e-06
Testbild Nr. 8456: JA, Label = 7, Vorhersage: 7, Fehler: 2.13277e-38
Testbild Nr. 8457: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.791989
Testbild Nr. 8458: JA, Label = 9, Vorhersage: 9, Fehler: 0.410604
Testbild Nr. 8459: JA, Label = 0, Vorhersage: 0, Fehler: 0.5
Testbild Nr. 8460: JA, Label = 1, Vorhersage: 1, Fehler: 1.7907e-14
Testbild Nr. 8461: JA, Label = 2, Vorhersage: 2, Fehler: 2.17939e-28
Testbild Nr. 8462: JA, Label = 3, Vorhersage: 3, Fehler: 8.68897e-07
Testbild Nr. 8463: JA, Label = 4, Vorhersage: 4, Fehler: 0.170092
Testbild Nr. 8464: JA, Label = 5, Vorhersage: 5, Fehler: 2.54153e-29
Testbild Nr. 8465: JA, Label = 6, Vorhersage: 6, Fehler: 1.11497e-18
Testbild Nr. 8466: JA, Label = 7, Vorhersage: 7, Fehler: 1.56323e-15
Testbild Nr. 8467: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.999614
Testbild Nr. 8468: NEIN, Label = 9, Vorhersage: 4, Fehler: 0.499999
Testbild Nr. 8469: JA, Label = 0, Vorhersage: 0, Fehler: 0.5
Testbild Nr. 8470: JA, Label = 1, Vorhersage: 1, Fehler: 0.499791
Testbild Nr. 8471: JA, Label = 2, Vorhersage: 2, Fehler: 6.0467e-14
Testbild Nr. 8472: JA, Label = 3, Vorhersage: 3, Fehler: 1.55199e-42
Testbild Nr. 8473: JA, Label = 4, Vorhersage: 4, Fehler: 2.55422e-14
Testbild Nr. 8474: JA, Label = 5, Vorhersage: 5, Fehler: 4.98771e-31
Testbild Nr. 8475: JA, Label = 6, Vorhersage: 6, Fehler: 5.15009e-18
Testbild Nr. 8476: JA, Label = 7, Vorhersage: 7, Fehler: 4.77044e-52
Testbild Nr. 8477: NEIN, Label = 8, Vorhersage: 5, Fehler: 1
Testbild Nr. 8478: JA, Label = 9, Vorhersage: 9, Fehler: 5.89996e-12
Testbild Nr. 8479: JA, Label = 6, Vorhersage: 6, Fehler: 6.66479e-15
Testbild Nr. 8480: JA, Label = 9, Vorhersage: 9, Fehler: 1.4308e-23
Testbild Nr. 8481: JA, Label = 7, Vorhersage: 7, Fehler: 3.48037e-31
Testbild Nr. 8482: JA, Label = 0, Vorhersage: 0, Fehler: 0.413599
Testbild Nr. 8483: JA, Label = 2, Vorhersage: 2, Fehler: 3.70667e-32
Testbild Nr. 8484: JA, Label = 3, Vorhersage: 3, Fehler: 6.28619e-24
Testbild Nr. 8485: JA, Label = 4, Vorhersage: 4, Fehler: 7.17747e-26
Testbild Nr. 8486: JA, Label = 3, Vorhersage: 3, Fehler: 0.471285
Testbild Nr. 8487: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.999963
Testbild Nr. 8488: JA, Label = 5, Vorhersage: 5, Fehler: 5.02242e-50
Testbild Nr. 8489: JA, Label = 1, Vorhersage: 1, Fehler: 0.00188098
Testbild Nr. 8490: JA, Label = 3, Vorhersage: 3, Fehler: 1.19754e-07
Testbild Nr. 8491: JA, Label = 0, Vorhersage: 0, Fehler: 1.58219e-24
Testbild Nr. 8492: JA, Label = 1, Vorhersage: 1, Fehler: 0.000100247
Testbild Nr. 8493: JA, Label = 2, Vorhersage: 2, Fehler: 6.99102e-05
Testbild Nr. 8494: JA, Label = 1, Vorhersage: 1, Fehler: 1.95282e-26
Testbild Nr. 8495: JA, Label = 3, Vorhersage: 3, Fehler: 9.26991e-14
Testbild Nr. 8496: JA, Label = 2, Vorhersage: 2, Fehler: 0.468455
Testbild Nr. 8497: JA, Label = 0, Vorhersage: 0, Fehler: 0.5
Testbild Nr. 8498: JA, Label = 7, Vorhersage: 7, Fehler: 0.00213075
Testbild Nr. 8499: JA, Label = 2, Vorhersage: 2, Fehler: 3.55268e-17
Testbild Nr. 8500: JA, Label = 6, Vorhersage: 6, Fehler: 0.5
Testbild Nr. 8501: JA, Label = 4, Vorhersage: 4, Fehler: 1.58996e-29
Testbild Nr. 8502: JA, Label = 0, Vorhersage: 0, Fehler: 1.64105e-06
Testbild Nr. 8503: JA, Label = 5, Vorhersage: 5, Fehler: 1.17342e-21
Testbild Nr. 8504: JA, Label = 9, Vorhersage: 9, Fehler: 7.63164e-16
Testbild Nr. 8505: JA, Label = 9, Vorhersage: 9, Fehler: 0.5
Testbild Nr. 8506: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 8507: JA, Label = 9, Vorhersage: 9, Fehler: 3.20101e-13
Testbild Nr. 8508: JA, Label = 5, Vorhersage: 5, Fehler: 4.37468e-45
Testbild Nr. 8509: JA, Label = 3, Vorhersage: 3, Fehler: 0.497787
Testbild Nr. 8510: JA, Label = 1, Vorhersage: 1, Fehler: 2.45674e-08
Testbild Nr. 8511: JA, Label = 7, Vorhersage: 7, Fehler: 4.88094e-11
Testbild Nr. 8512: JA, Label = 4, Vorhersage: 4, Fehler: 4.2465e-12
Testbild Nr. 8513: JA, Label = 7, Vorhersage: 7, Fehler: 4.51768e-08
Testbild Nr. 8514: JA, Label = 0, Vorhersage: 0, Fehler: 0.0671201
Testbild Nr. 8515: JA, Label = 0, Vorhersage: 0, Fehler: 9.66867e-05
Testbild Nr. 8516: JA, Label = 6, Vorhersage: 6, Fehler: 0.5
Testbild Nr. 8517: JA, Label = 6, Vorhersage: 6, Fehler: 0.499812
Testbild Nr. 8518: JA, Label = 6, Vorhersage: 6, Fehler: 0.499976
Testbild Nr. 8519: JA, Label = 3, Vorhersage: 3, Fehler: 9.14304e-18
Testbild Nr. 8520: JA, Label = 7, Vorhersage: 7, Fehler: 2.21392e-13
Testbild Nr. 8521: NEIN, Label = 4, Vorhersage: 9, Fehler: 0.999971
Testbild Nr. 8522: JA, Label = 2, Vorhersage: 2, Fehler: 0.5
Testbild Nr. 8523: NEIN, Label = 8, Vorhersage: 5, Fehler: 1.49979
Testbild Nr. 8524: NEIN, Label = 9, Vorhersage: 5, Fehler: 0.499988
Testbild Nr. 8525: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.989664
Testbild Nr. 8526: JA, Label = 7, Vorhersage: 7, Fehler: 3.48296e-31
Testbild Nr. 8527: JA, Label = 1, Vorhersage: 1, Fehler: 2.40346e-17
Testbild Nr. 8528: JA, Label = 4, Vorhersage: 4, Fehler: 0.340612
Testbild Nr. 8529: JA, Label = 0, Vorhersage: 0, Fehler: 0.5
Testbild Nr. 8530: JA, Label = 4, Vorhersage: 4, Fehler: 6.22603e-15
Testbild Nr. 8531: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.599665
Testbild Nr. 8532: JA, Label = 5, Vorhersage: 5, Fehler: 0.452451
Testbild Nr. 8533: JA, Label = 2, Vorhersage: 2, Fehler: 0.00871001
Testbild Nr. 8534: JA, Label = 3, Vorhersage: 3, Fehler: 4.61695e-13
Testbild Nr. 8535: NEIN, Label = 9, Vorhersage: 4, Fehler: 0.996472
Testbild Nr. 8536: NEIN, Label = 0, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 8537: JA, Label = 1, Vorhersage: 1, Fehler: 3.05457e-12
Testbild Nr. 8538: JA, Label = 9, Vorhersage: 9, Fehler: 0.499967
Testbild Nr. 8539: JA, Label = 1, Vorhersage: 1, Fehler: 1.61424e-10
Testbild Nr. 8540: JA, Label = 5, Vorhersage: 5, Fehler: 5.96176e-50
Testbild Nr. 8541: JA, Label = 1, Vorhersage: 1, Fehler: 0.5
Testbild Nr. 8542: JA, Label = 7, Vorhersage: 7, Fehler: 9.24932e-26
Testbild Nr. 8543: JA, Label = 6, Vorhersage: 6, Fehler: 8.8206e-16
Testbild Nr. 8544: JA, Label = 1, Vorhersage: 1, Fehler: 3.15265e-15
Testbild Nr. 8545: JA, Label = 2, Vorhersage: 2, Fehler: 4.19998e-14
Testbild Nr. 8546: JA, Label = 1, Vorhersage: 1, Fehler: 0.5
Testbild Nr. 8547: JA, Label = 6, Vorhersage: 6, Fehler: 1.84141e-13
Testbild Nr. 8548: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.99006
Testbild Nr. 8549: JA, Label = 0, Vorhersage: 0, Fehler: 0.5
Testbild Nr. 8550: JA, Label = 1, Vorhersage: 1, Fehler: 7.21675e-25
Testbild Nr. 8551: JA, Label = 2, Vorhersage: 2, Fehler: 1.90165e-50
Testbild Nr. 8552: JA, Label = 3, Vorhersage: 3, Fehler: 0.5
Testbild Nr. 8553: JA, Label = 4, Vorhersage: 4, Fehler: 2.17524e-13
Testbild Nr. 8554: JA, Label = 5, Vorhersage: 5, Fehler: 2.13003e-22
Testbild Nr. 8555: JA, Label = 6, Vorhersage: 6, Fehler: 9.06703e-13
Testbild Nr. 8556: JA, Label = 7, Vorhersage: 7, Fehler: 8.91823e-26
Testbild Nr. 8557: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.989718
Testbild Nr. 8558: JA, Label = 9, Vorhersage: 9, Fehler: 0.177207
Testbild Nr. 8559: JA, Label = 0, Vorhersage: 0, Fehler: 1.46176e-16
Testbild Nr. 8560: JA, Label = 1, Vorhersage: 1, Fehler: 1.83721e-37
Testbild Nr. 8561: JA, Label = 2, Vorhersage: 2, Fehler: 1.58438e-09
Testbild Nr. 8562: JA, Label = 3, Vorhersage: 3, Fehler: 1.75767e-20
Testbild Nr. 8563: JA, Label = 4, Vorhersage: 4, Fehler: 4.11182e-29
Testbild Nr. 8564: JA, Label = 5, Vorhersage: 5, Fehler: 1.03035e-25
Testbild Nr. 8565: JA, Label = 6, Vorhersage: 6, Fehler: 4.16782e-13
Testbild Nr. 8566: JA, Label = 7, Vorhersage: 7, Fehler: 1.63252e-29
Testbild Nr. 8567: NEIN, Label = 8, Vorhersage: 3, Fehler: 0.499894
Testbild Nr. 8568: JA, Label = 0, Vorhersage: 0, Fehler: 2.15615e-17
Testbild Nr. 8569: JA, Label = 1, Vorhersage: 1, Fehler: 7.36108e-37
Testbild Nr. 8570: JA, Label = 2, Vorhersage: 2, Fehler: 5.00402e-26
Testbild Nr. 8571: JA, Label = 3, Vorhersage: 3, Fehler: 6.5645e-06
Testbild Nr. 8572: JA, Label = 5, Vorhersage: 5, Fehler: 3.28777e-31
Testbild Nr. 8573: JA, Label = 6, Vorhersage: 6, Fehler: 8.20214e-23
Testbild Nr. 8574: JA, Label = 7, Vorhersage: 7, Fehler: 1.04744e-27
Testbild Nr. 8575: NEIN, Label = 8, Vorhersage: 5, Fehler: 1
Testbild Nr. 8576: JA, Label = 1, Vorhersage: 1, Fehler: 9.97457e-20
Testbild Nr. 8577: JA, Label = 0, Vorhersage: 0, Fehler: 4.76967e-21
Testbild Nr. 8578: JA, Label = 4, Vorhersage: 4, Fehler: 0.170596
Testbild Nr. 8579: JA, Label = 5, Vorhersage: 5, Fehler: 1.48051e-14
Testbild Nr. 8580: JA, Label = 6, Vorhersage: 6, Fehler: 3.60341e-17
Testbild Nr. 8581: JA, Label = 6, Vorhersage: 6, Fehler: 2.182e-14
Testbild Nr. 8582: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.523433
Testbild Nr. 8583: JA, Label = 4, Vorhersage: 4, Fehler: 5.58365e-20
Testbild Nr. 8584: JA, Label = 4, Vorhersage: 4, Fehler: 4.31058e-39
Testbild Nr. 8585: JA, Label = 2, Vorhersage: 2, Fehler: 0.00567996
Testbild Nr. 8586: JA, Label = 8, Vorhersage: 8, Fehler: 0.499971
Testbild Nr. 8587: JA, Label = 1, Vorhersage: 1, Fehler: 1.37393e-39
Testbild Nr. 8588: JA, Label = 0, Vorhersage: 0, Fehler: 0.499973
Testbild Nr. 8589: JA, Label = 6, Vorhersage: 6, Fehler: 4.15371e-20
Testbild Nr. 8590: JA, Label = 4, Vorhersage: 4, Fehler: 7.27299e-12
Testbild Nr. 8591: JA, Label = 9, Vorhersage: 9, Fehler: 7.6555e-10
Testbild Nr. 8592: JA, Label = 7, Vorhersage: 7, Fehler: 5.81743e-25
Testbild Nr. 8593: JA, Label = 2, Vorhersage: 2, Fehler: 6.81206e-39
Testbild Nr. 8594: NEIN, Label = 9, Vorhersage: 4, Fehler: 0.959013
Testbild Nr. 8595: JA, Label = 2, Vorhersage: 2, Fehler: 9.00478e-24
Testbild Nr. 8596: JA, Label = 0, Vorhersage: 0, Fehler: 0.5
Testbild Nr. 8597: JA, Label = 9, Vorhersage: 9, Fehler: 1.13522e-19
Testbild Nr. 8598: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.999999
Testbild Nr. 8599: JA, Label = 3, Vorhersage: 3, Fehler: 1.01397e-27
Testbild Nr. 8600: JA, Label = 9, Vorhersage: 9, Fehler: 6.38453e-18
Testbild Nr. 8601: JA, Label = 1, Vorhersage: 1, Fehler: 4.26915e-19
Testbild Nr. 8602: JA, Label = 5, Vorhersage: 5, Fehler: 1.59487e-40
Testbild Nr. 8603: JA, Label = 2, Vorhersage: 2, Fehler: 0.15531
Testbild Nr. 8604: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 8605: JA, Label = 1, Vorhersage: 1, Fehler: 1.10369e-19
Testbild Nr. 8606: JA, Label = 6, Vorhersage: 6, Fehler: 2.58533e-08
Testbild Nr. 8607: JA, Label = 7, Vorhersage: 7, Fehler: 3.77955e-10
Testbild Nr. 8608: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.531249
Testbild Nr. 8609: JA, Label = 7, Vorhersage: 7, Fehler: 7.34761e-37
Testbild Nr. 8610: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.999497
Testbild Nr. 8611: JA, Label = 4, Vorhersage: 4, Fehler: 8.57935e-12
Testbild Nr. 8612: JA, Label = 0, Vorhersage: 0, Fehler: 8.36649e-10
Testbild Nr. 8613: JA, Label = 2, Vorhersage: 2, Fehler: 2.39033e-43
Testbild Nr. 8614: JA, Label = 4, Vorhersage: 4, Fehler: 0.499288
Testbild Nr. 8615: JA, Label = 0, Vorhersage: 0, Fehler: 0.499293
Testbild Nr. 8616: JA, Label = 2, Vorhersage: 2, Fehler: 3.07498e-05
Testbild Nr. 8617: JA, Label = 4, Vorhersage: 4, Fehler: 4.44831e-25
Testbild Nr. 8618: JA, Label = 7, Vorhersage: 7, Fehler: 4.80257e-18
Testbild Nr. 8619: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.507109
Testbild Nr. 8620: JA, Label = 0, Vorhersage: 0, Fehler: 3.71458e-14
Testbild Nr. 8621: JA, Label = 7, Vorhersage: 7, Fehler: 0.284722
Testbild Nr. 8622: JA, Label = 0, Vorhersage: 0, Fehler: 0.499933
Testbild Nr. 8623: JA, Label = 6, Vorhersage: 6, Fehler: 9.45277e-20
Testbild Nr. 8624: JA, Label = 9, Vorhersage: 9, Fehler: 0.419572
Testbild Nr. 8625: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.999998
Testbild Nr. 8626: JA, Label = 2, Vorhersage: 2, Fehler: 1.09649e-24
Testbild Nr. 8627: JA, Label = 4, Vorhersage: 4, Fehler: 2.84426e-21
Testbild Nr. 8628: JA, Label = 8, Vorhersage: 8, Fehler: 0.482971
Testbild Nr. 8629: JA, Label = 6, Vorhersage: 6, Fehler: 0.494965
Testbild Nr. 8630: JA, Label = 0, Vorhersage: 0, Fehler: 0.468005
Testbild Nr. 8631: JA, Label = 5, Vorhersage: 5, Fehler: 1.73403e-49
Testbild Nr. 8632: JA, Label = 7, Vorhersage: 7, Fehler: 2.67512e-14
Testbild Nr. 8633: JA, Label = 5, Vorhersage: 5, Fehler: 3.01368e-39
Testbild Nr. 8634: JA, Label = 1, Vorhersage: 1, Fehler: 7.89467e-28
Testbild Nr. 8635: JA, Label = 0, Vorhersage: 0, Fehler: 8.19482e-22
Testbild Nr. 8636: JA, Label = 8, Vorhersage: 8, Fehler: 0.499456
Testbild Nr. 8637: JA, Label = 1, Vorhersage: 1, Fehler: 3.30514e-32
Testbild Nr. 8638: NEIN, Label = 6, Vorhersage: 7, Fehler: 0.999997
Testbild Nr. 8639: JA, Label = 7, Vorhersage: 7, Fehler: 3.56701e-12
Testbild Nr. 8640: JA, Label = 2, Vorhersage: 2, Fehler: 9.39287e-07
Testbild Nr. 8641: JA, Label = 9, Vorhersage: 9, Fehler: 3.59226e-15
Testbild Nr. 8642: JA, Label = 7, Vorhersage: 7, Fehler: 4.45125e-26
Testbild Nr. 8643: JA, Label = 9, Vorhersage: 9, Fehler: 0.5
Testbild Nr. 8644: JA, Label = 5, Vorhersage: 5, Fehler: 4.34703e-13
Testbild Nr. 8645: JA, Label = 6, Vorhersage: 6, Fehler: 8.27482e-23
Testbild Nr. 8646: JA, Label = 5, Vorhersage: 5, Fehler: 1.09681e-17
Testbild Nr. 8647: JA, Label = 2, Vorhersage: 2, Fehler: 3.30704e-26
Testbild Nr. 8648: JA, Label = 6, Vorhersage: 6, Fehler: 0.130734
Testbild Nr. 8649: JA, Label = 2, Vorhersage: 2, Fehler: 4.782e-14
Testbild Nr. 8650: NEIN, Label = 8, Vorhersage: 5, Fehler: 1
Testbild Nr. 8651: JA, Label = 1, Vorhersage: 1, Fehler: 2.49589e-24
Testbild Nr. 8652: JA, Label = 7, Vorhersage: 7, Fehler: 3.45941e-17
Testbild Nr. 8653: JA, Label = 5, Vorhersage: 5, Fehler: 1.92292e-41
Testbild Nr. 8654: JA, Label = 5, Vorhersage: 5, Fehler: 1.41846e-32
Testbild Nr. 8655: JA, Label = 7, Vorhersage: 7, Fehler: 5.98276e-46
Testbild Nr. 8656: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 8657: JA, Label = 5, Vorhersage: 5, Fehler: 3.51143e-45
Testbild Nr. 8658: JA, Label = 0, Vorhersage: 0, Fehler: 0.147375
Testbild Nr. 8659: JA, Label = 1, Vorhersage: 1, Fehler: 3.74631e-42
Testbild Nr. 8660: JA, Label = 1, Vorhersage: 1, Fehler: 9.01301e-25
Testbild Nr. 8661: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.999988
Testbild Nr. 8662: NEIN, Label = 8, Vorhersage: 4, Fehler: 0.5
Testbild Nr. 8663: JA, Label = 4, Vorhersage: 4, Fehler: 2.68941e-23
Testbild Nr. 8664: JA, Label = 9, Vorhersage: 9, Fehler: 2.92163e-27
Testbild Nr. 8665: JA, Label = 4, Vorhersage: 4, Fehler: 7.39565e-37
Testbild Nr. 8666: JA, Label = 5, Vorhersage: 5, Fehler: 6.81749e-30
Testbild Nr. 8667: JA, Label = 1, Vorhersage: 1, Fehler: 3.73334e-20
Testbild Nr. 8668: JA, Label = 8, Vorhersage: 8, Fehler: 3.53395e-14
Testbild Nr. 8669: JA, Label = 6, Vorhersage: 6, Fehler: 1.95758e-24
Testbild Nr. 8670: NEIN, Label = 8, Vorhersage: 7, Fehler: 0.5
Testbild Nr. 8671: NEIN, Label = 9, Vorhersage: 4, Fehler: 0.500034
Testbild Nr. 8672: NEIN, Label = 0, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 8673: JA, Label = 1, Vorhersage: 1, Fehler: 2.02749e-37
Testbild Nr. 8674: JA, Label = 2, Vorhersage: 2, Fehler: 1.70099e-25
Testbild Nr. 8675: JA, Label = 3, Vorhersage: 3, Fehler: 0.496257
Testbild Nr. 8676: JA, Label = 4, Vorhersage: 4, Fehler: 6.10374e-29
Testbild Nr. 8677: JA, Label = 5, Vorhersage: 5, Fehler: 1.82175e-42
Testbild Nr. 8678: JA, Label = 6, Vorhersage: 6, Fehler: 3.33866e-15
Testbild Nr. 8679: JA, Label = 7, Vorhersage: 7, Fehler: 5.44193e-38
Testbild Nr. 8680: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 8681: JA, Label = 9, Vorhersage: 9, Fehler: 9.4802e-20
Testbild Nr. 8682: NEIN, Label = 0, Vorhersage: 5, Fehler: 0.999627
Testbild Nr. 8683: JA, Label = 1, Vorhersage: 1, Fehler: 7.02335e-35
Testbild Nr. 8684: JA, Label = 2, Vorhersage: 2, Fehler: 3.34602e-58
Testbild Nr. 8685: JA, Label = 3, Vorhersage: 3, Fehler: 3.33458e-10
Testbild Nr. 8686: JA, Label = 4, Vorhersage: 4, Fehler: 0.49943
Testbild Nr. 8687: JA, Label = 5, Vorhersage: 5, Fehler: 1.31765e-34
Testbild Nr. 8688: JA, Label = 6, Vorhersage: 6, Fehler: 1.10385e-42
Testbild Nr. 8689: JA, Label = 7, Vorhersage: 7, Fehler: 1.54956e-40
Testbild Nr. 8690: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 8691: JA, Label = 9, Vorhersage: 9, Fehler: 8.11865e-21
Testbild Nr. 8692: JA, Label = 0, Vorhersage: 0, Fehler: 0.4624
Testbild Nr. 8693: JA, Label = 1, Vorhersage: 1, Fehler: 1.94038e-38
Testbild Nr. 8694: JA, Label = 2, Vorhersage: 2, Fehler: 2.61027e-25
Testbild Nr. 8695: JA, Label = 3, Vorhersage: 3, Fehler: 1.13627e-13
Testbild Nr. 8696: JA, Label = 4, Vorhersage: 4, Fehler: 9.33551e-18
Testbild Nr. 8697: JA, Label = 5, Vorhersage: 5, Fehler: 2.19772e-27
Testbild Nr. 8698: JA, Label = 6, Vorhersage: 6, Fehler: 1.56909e-26
Testbild Nr. 8699: JA, Label = 7, Vorhersage: 7, Fehler: 1.06654e-05
Testbild Nr. 8700: NEIN, Label = 8, Vorhersage: 5, Fehler: 1
Testbild Nr. 8701: JA, Label = 9, Vorhersage: 9, Fehler: 0.0189454
Testbild Nr. 8702: JA, Label = 3, Vorhersage: 3, Fehler: 6.37064e-06
Testbild Nr. 8703: JA, Label = 5, Vorhersage: 5, Fehler: 1.59487e-29
Testbild Nr. 8704: JA, Label = 3, Vorhersage: 3, Fehler: 0.000318333
Testbild Nr. 8705: JA, Label = 2, Vorhersage: 2, Fehler: 1.0572e-30
Testbild Nr. 8706: JA, Label = 9, Vorhersage: 9, Fehler: 5.82413e-08
Testbild Nr. 8707: JA, Label = 3, Vorhersage: 3, Fehler: 6.39196e-13
Testbild Nr. 8708: JA, Label = 2, Vorhersage: 2, Fehler: 2.17762e-33
Testbild Nr. 8709: JA, Label = 1, Vorhersage: 1, Fehler: 0.0012705
Testbild Nr. 8710: JA, Label = 4, Vorhersage: 4, Fehler: 3.42273e-42
Testbild Nr. 8711: JA, Label = 5, Vorhersage: 5, Fehler: 2.0198e-34
Testbild Nr. 8712: JA, Label = 5, Vorhersage: 5, Fehler: 2.87247e-46
Testbild Nr. 8713: JA, Label = 2, Vorhersage: 2, Fehler: 2.33207e-38
Testbild Nr. 8714: JA, Label = 3, Vorhersage: 3, Fehler: 1.60206e-05
Testbild Nr. 8715: JA, Label = 2, Vorhersage: 2, Fehler: 1.0936e-38
Testbild Nr. 8716: JA, Label = 1, Vorhersage: 1, Fehler: 1.14832e-17
Testbild Nr. 8717: JA, Label = 3, Vorhersage: 3, Fehler: 0.499399
Testbild Nr. 8718: JA, Label = 9, Vorhersage: 9, Fehler: 6.5851e-17
Testbild Nr. 8719: JA, Label = 7, Vorhersage: 7, Fehler: 4.50409e-09
Testbild Nr. 8720: JA, Label = 2, Vorhersage: 2, Fehler: 2.47094e-32
Testbild Nr. 8721: JA, Label = 1, Vorhersage: 1, Fehler: 6.57903e-19
Testbild Nr. 8722: JA, Label = 2, Vorhersage: 2, Fehler: 2.07135e-37
Testbild Nr. 8723: NEIN, Label = 8, Vorhersage: 5, Fehler: 1
Testbild Nr. 8724: JA, Label = 9, Vorhersage: 9, Fehler: 6.57856e-22
Testbild Nr. 8725: JA, Label = 1, Vorhersage: 1, Fehler: 7.21976e-39
Testbild Nr. 8726: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 8727: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 8728: JA, Label = 7, Vorhersage: 7, Fehler: 4.49233e-18
Testbild Nr. 8729: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 8730: JA, Label = 1, Vorhersage: 1, Fehler: 1.95245e-11
Testbild Nr. 8731: JA, Label = 0, Vorhersage: 0, Fehler: 0.5
Testbild Nr. 8732: JA, Label = 0, Vorhersage: 0, Fehler: 0.499813
Testbild Nr. 8733: JA, Label = 6, Vorhersage: 6, Fehler: 2.96692e-28
Testbild Nr. 8734: JA, Label = 7, Vorhersage: 7, Fehler: 4.90176e-39
Testbild Nr. 8735: JA, Label = 7, Vorhersage: 7, Fehler: 1.59753e-30
Testbild Nr. 8736: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 8737: JA, Label = 7, Vorhersage: 7, Fehler: 7.0317e-45
Testbild Nr. 8738: JA, Label = 5, Vorhersage: 5, Fehler: 5.04569e-25
Testbild Nr. 8739: JA, Label = 0, Vorhersage: 0, Fehler: 0.499165
Testbild Nr. 8740: JA, Label = 6, Vorhersage: 6, Fehler: 1.11864e-28
Testbild Nr. 8741: JA, Label = 1, Vorhersage: 1, Fehler: 2.17183e-36
Testbild Nr. 8742: JA, Label = 5, Vorhersage: 5, Fehler: 3.3183e-31
Testbild Nr. 8743: JA, Label = 7, Vorhersage: 7, Fehler: 2.3378e-38
Testbild Nr. 8744: JA, Label = 4, Vorhersage: 4, Fehler: 2.40661e-10
Testbild Nr. 8745: JA, Label = 6, Vorhersage: 6, Fehler: 0.403105
Testbild Nr. 8746: JA, Label = 1, Vorhersage: 1, Fehler: 4.00659e-33
Testbild Nr. 8747: JA, Label = 2, Vorhersage: 2, Fehler: 2.62169e-42
Testbild Nr. 8748: JA, Label = 5, Vorhersage: 5, Fehler: 2.67269e-10
Testbild Nr. 8749: JA, Label = 0, Vorhersage: 0, Fehler: 0.499611
